filename,local_path,class,source,observation_id,observation_uri,species,taxon_name,photo_id,photo_url,photo_license,photo_attribution,search_query
mobbing_wiki_106694532.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_106694532.jpg,mobbing,wikimedia,,File:Common Tern VS Common Crow by Irvin Calicut IRV09852.jpg,,,106694532,,CC BY-SA 4.0,Irvin calicut,
mobbing_wiki_112405387.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_112405387.jpg,mobbing,wikimedia,,File:Mountain Hawk-Eagle mobbing Himalayan Vulture (26083292787).jpg,,,112405387,,CC BY 2.0,"Mike Prince from Bangalore, India",
mobbing_wiki_117559602.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_117559602.jpg,mobbing,wikimedia,,File:Jungle crows mobbing.jpg,,,117559602,,CC BY-SA 4.0,Shyamal,
mobbing_wiki_130048665.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_130048665.jpg,mobbing,wikimedia,,File:Black-chested Snake-Eagle (Circaetus pectoralis) mobbed by Fork-tailed Drongo (Dicrurus adsimilis) ... (52772247148).jpg,,,130048665,,CC BY-SA 2.0,Bernard DUPONT from FRANCE,
mobbing_wiki_130171904.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_130171904.jpg,mobbing,wikimedia,,File:Red-tailed Hawk getting mobbed by a Northern Mockingbird and Blue Jays - 52113519674.jpg,,,130171904,,CC BY 2.0,Wildreturn,
mobbing_wiki_130171910.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_130171910.jpg,mobbing,wikimedia,,File:Red-tailed Hawk getting mobbed by a Northern Mockingbird and Blue Jays - 52112246957.jpg,,,130171910,,CC BY 2.0,Wildreturn,
mobbing_wiki_130171911.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_130171911.jpg,mobbing,wikimedia,,File:Red-tailed Hawk getting mobbed by a Northern Mockingbird and Blue Jays - 52113308603.jpg,,,130171911,,CC BY 2.0,Wildreturn,
mobbing_wiki_130171930.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_130171930.jpg,mobbing,wikimedia,,File:Red-tailed Hawk with squirrel and mobbing Blue Jays - 52050251834.jpg,,,130171930,,CC BY 2.0,Wildreturn,
mobbing_wiki_134007324.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_134007324.jpg,mobbing,wikimedia,,File:Black-chested Snake-Eagle (Circaetus pectoralis) mobbed by Fork-tailed Drongo (Dicrurus adsimilis) ... (53023933511).jpg,,,134007324,,CC BY-SA 2.0,Bernard DUPONT from FRANCE,
mobbing_wiki_134071781.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_134071781.jpg,mobbing,wikimedia,,File:Great horned owl mobbed by crows cromwell 1.2.23 DSC 8049.jpg,,,134071781,,CC BY 2.0,lwolfartist,
mobbing_wiki_134071784.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_134071784.jpg,mobbing,wikimedia,,File:Great horned owl mobbed by crows cromwell 1.2.23 DSC 8051.jpg,,,134071784,,CC BY 2.0,lwolfartist,
mobbing_wiki_134071788.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_134071788.jpg,mobbing,wikimedia,,File:Great horned owl mobbed by crows cromwell 1.2.23 DSC 8060.jpg,,,134071788,,CC BY 2.0,lwolfartist,
mobbing_wiki_134071789.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_134071789.jpg,mobbing,wikimedia,,File:Great horned owl mobbed by crows cromwell 1.2.23 DSC 8058.jpg,,,134071789,,CC BY 2.0,lwolfartist,
mobbing_wiki_134071790.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_134071790.jpg,mobbing,wikimedia,,File:Great horned owl mobbed by crows cromwell 1.2.23 DSC 8054.jpg,,,134071790,,CC BY 2.0,lwolfartist,
mobbing_wiki_138827032.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_138827032.jpg,mobbing,wikimedia,,"File:Common Tern (Sterna hirundo) mobbing Great Black-backed Gull (Larus marinus) - Kristiansund, Norway 2022-07-11.jpg",,,138827032,,CC BY-SA 4.0,Ryan Hodnett,
mobbing_wiki_139291155.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_139291155.jpg,mobbing,wikimedia,,File:Eagle Mobbed by Crows - geograph.org.uk - 5583770.jpg,,,139291155,,CC BY-SA 2.0,David Dixon,
mobbing_wiki_14030271.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_14030271.jpg,mobbing,wikimedia,,File:Gulls mobbing raven on Rousay - geograph.org.uk - 1302018.jpg,,,14030271,,CC BY-SA 2.0,Bob Jones,
mobbing_wiki_145627752.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_145627752.jpg,mobbing,wikimedia,,File:Tasmanian wedge-tailed eagle (Aquila audax fleayi) mobbed by forest ravens Scottsdale.jpg,,,145627752,,CC BY-SA 4.0,Charles J. Sharp,
mobbing_wiki_151757441.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_151757441.jpg,mobbing,wikimedia,,File:Grey heron and gull - Ingmarsö (23895427938).jpg,,,151757441,,CC BY-SA 2.0,Susanne Nilsson,
mobbing_wiki_151757459.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_151757459.jpg,mobbing,wikimedia,,File:White-tailed eagle - Ingmarsö (37716252032).jpg,,,151757459,,CC BY-SA 2.0,Susanne Nilsson,
mobbing_wiki_156675144.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_156675144.jpg,mobbing,wikimedia,,File:20241205 blue jay mobbing barred owl cedar hill cemetery PD205915.jpg,,,156675144,,CC BY-SA 4.0,Paul Danese,
mobbing_wiki_167270363.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_167270363.jpg,mobbing,wikimedia,,File:20250514 red winged blackbird mobs a great blue heron bolton notch sp PD200540.jpg,,,167270363,,CC BY-SA 4.0,Paul Danese,
mobbing_wiki_167567057.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_167567057.jpg,mobbing,wikimedia,,File:Mobbing the Raptor.jpg,,,167567057,,CC BY-SA 4.0,Nikeet123,
mobbing_wiki_170099958.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_170099958.jpg,mobbing,wikimedia,,File:Turkey vulture being mobbed by Red Winged Blackbirds.jpg,,,170099958,,CC BY-SA 4.0,Scornwel,
mobbing_wiki_174654293.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_174654293.jpg,mobbing,wikimedia,,"File:Buzzard being mobbed by Crows, Bristol - Lulsgate - UK, June 19 2011. (5868859584).jpg",,,174654293,,CC BY-SA 2.0,"Andrew Thomas from Shrewsbury, UK",
mobbing_wiki_174654296.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_174654296.jpg,mobbing,wikimedia,,"File:Buzzard being mobbed by Crows, Bristol - Lulsgate - UK, June 19 2011. (5868859372).jpg",,,174654296,,CC BY-SA 2.0,"Andrew Thomas from Shrewsbury, UK",
mobbing_wiki_174654304.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_174654304.jpg,mobbing,wikimedia,,"File:Buzzard being mobbed by Crows, Bristol - Lulsgate - UK, June 19 2011. (5868859160).jpg",,,174654304,,CC BY-SA 2.0,"Andrew Thomas from Shrewsbury, UK",
mobbing_wiki_178974907.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_178974907.jpg,mobbing,wikimedia,,File:Oriental Honey-Buzzard and crow.jpg,,,178974907,,CC BY-SA 4.0,Sunnyjosef,
mobbing_wiki_181856659.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_181856659.jpg,mobbing,wikimedia,,File:Confrontation for breeding site.jpg,,,181856659,,CC BY-SA 4.0,Drsssuresh1961,
mobbing_wiki_181856661.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_181856661.jpg,mobbing,wikimedia,,File:Defiance.jpg,,,181856661,,CC BY-SA 4.0,Drsssuresh1961,
mobbing_wiki_181856665.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_181856665.jpg,mobbing,wikimedia,,File:Out from my nest.jpg,,,181856665,,CC BY-SA 4.0,Drsssuresh1961,
mobbing_wiki_18524691.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_18524691.jpg,mobbing,wikimedia,,"File:Peregrine Falcon (Falco peregrinus), defending its nest area, gives chase to a Bald Eagle (Haliaeetus leucocephalus)Bai007MarBEglPFa 3 of 3.jpg",,,18524691,,CC BY 2.0,Mike Baird,
mobbing_wiki_18524757.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_18524757.jpg,mobbing,wikimedia,,"File:2 of 3 Peregrine Falcon (Falco peregrinus), defending its nest area, gives chase to a Bald Eagle (Haliaeetus leucocephalus).jpg",,,18524757,,CC BY 2.0,Mike Baird,
mobbing_wiki_186184018.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_186184018.jpg,mobbing,wikimedia,,File:Tawny Owl resting quietly inside a secret tree trunk 02.jpg,,,186184018,,CC BY-SA 4.0,Shiv's fotografia,
mobbing_wiki_186184028.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_186184028.jpg,mobbing,wikimedia,,File:Tawny Owl resting quietly inside a secret tree trunk 04.jpg,,,186184028,,CC BY-SA 4.0,Shiv's fotografia,
mobbing_wiki_189011528.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_189011528.jpg,mobbing,wikimedia,,"File:White-tailed Eagle being mobbed by Black-headed Gulls, Loch Insh - geograph.org.uk - 8269444.jpg",,,189011528,,CC BY-SA 2.0,Mike Pennington,
mobbing_wiki_193331875.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_193331875.jpg,mobbing,wikimedia,,File:Tyrannus dominicensis mobbing Butorides virescens.jpg,,,193331875,,CC BY-SA 4.0,Ligocsicnarf89,
mobbing_wiki_2323005.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_2323005.jpg,mobbing,wikimedia,,File:Magpie swooping kookaburra.jpg,,,2323005,,CC BY-SA 3.0,BenAveling,
mobbing_wiki_2323023.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_2323023.jpg,mobbing,wikimedia,,File:Magpie swooping kookaburra ed1.jpg,,,2323023,,CC BY-SA 3.0,BenAveling,
mobbing_wiki_2323043.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_2323043.jpg,mobbing,wikimedia,,File:Magpie swooping kookaburra ed2.jpg,,,2323043,,CC BY-SA 3.0,BenAveling,
mobbing_wiki_30980635.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_30980635.jpg,mobbing,wikimedia,,File:Fantail mobbing an Eagle.jpg,,,30980635,,CC BY 2.0,Akshay,
mobbing_wiki_40778717.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_40778717.jpg,mobbing,wikimedia,,File:Martial eagle (Polemaetus bellicosus) juvenile mobbed by Red-billed Buffalo-weaver (13817022784).jpg,,,40778717,,CC BY-SA 2.0,Bernard DUPONT from FRANCE,
mobbing_wiki_4479226.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_4479226.jpg,mobbing,wikimedia,,File:Gulls mobbing.jpg,,,4479226,,CC BY 2.0,Neil Phillips from uk,
mobbing_wiki_4485181.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_4485181.jpg,mobbing,wikimedia,,File:Crows Mobbing Bald Eagle 01.jpg,,,4485181,,CC BY-SA 3.0,OutRIAAge02 at English Wikipedia,
mobbing_wiki_4485380.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_4485380.jpg,mobbing,wikimedia,,File:Crows Mobbing Bald Eagle 03.jpg,,,4485380,,CC BY-SA 3.0,OutRIAAge02 at English Wikipedia,
mobbing_wiki_4877099.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_4877099.jpg,mobbing,wikimedia,,File:Magpie chasing Brown Goshawk (Immature).jpg,,,4877099,,CC BY-SA 3.0,JJ Harrison (https://www.jjharrison.com.au/),
mobbing_wiki_497181.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_497181.jpg,mobbing,wikimedia,,File:Uhu im Flug.jpg,,,497181,,CC BY-SA 3.0,Torsten Bolten,
mobbing_wiki_52215076.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_52215076.jpg,mobbing,wikimedia,,File:Red-tailed hawk allows another bird entry into its air space near Corps construction site (6989961618).jpg,,,52215076,,Public domain,U.S. Army Corps of Engineers Sacramento District,
mobbing_wiki_60627441.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627441.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 1 JEG8939.jpg,,,60627441,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627442.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627442.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 2 JEG8940.jpg,,,60627442,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627443.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627443.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 4 JEG8942.jpg,,,60627443,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627445.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627445.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 6 JEG8944.jpg,,,60627445,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627448.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627448.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 7 JEG8945.jpg,,,60627448,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627451.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627451.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 8 JEG8946.jpg,,,60627451,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627456.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627456.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 11 JEG8949.jpg,,,60627456,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627457.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627457.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 10 JEG8948.jpg,,,60627457,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627458.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627458.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 12 JEG8950.jpg,,,60627458,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627460.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627460.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 13 JEG8951.jpg,,,60627460,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_60627461.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_60627461.jpg,mobbing,wikimedia,,File:Black eagle mobbed by large-billed crow from Munsiyari 14 JEG8952.jpg,,,60627461,,CC BY-SA 4.0,PJeganathan,
mobbing_wiki_63990202.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_63990202.jpg,mobbing,wikimedia,,File:The Bigger Picture (5710671001).jpg,,,63990202,,CC BY 2.0,"Peter Trimming from Croydon, England",
mobbing_wiki_7087189.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_7087189.jpg,mobbing,wikimedia,,File:Red-winged blackbird and turkey vulture 4014.jpg,,,7087189,,CC BY-SA 3.0 us,Dori,
mobbing_wiki_7087215.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_7087215.jpg,mobbing,wikimedia,,File:Redtail hawk chased by crows 4391.jpg,,,7087215,,CC BY-SA 3.0 us,Dori,
mobbing_wiki_71383219.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_71383219.jpg,mobbing,wikimedia,,"File:Corvus cornix mobbing Circus aeruginosus, Cremona, Italy (55179546).jpg",,,71383219,,CC BY-SA 3.0,Stefano Bodini,
mobbing_wiki_74120567.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_74120567.jpg,mobbing,wikimedia,,"File:Raven mobbing Bearded Vulture, Sagarmatha, Nepal 3681 (25523449818).jpg",,,74120567,,CC BY-SA 2.0,"Donald Macauley from Carshalton, Surrey, UK",
mobbing_wiki_74580847.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_74580847.jpg,mobbing,wikimedia,,File:Dog fight.. (2636431540).jpg,,,74580847,,CC BY 2.0,"Matt MacGillivray from Toronto, Canada",
mobbing_wiki_74715744.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_74715744.jpg,mobbing,wikimedia,,"File:Black-winged Kite mobbed by a House Crow, Walayar, Palakkad district, Kerala.jpg",,,74715744,,CC BY-SA 3.0,Gowthaman_k.a,
mobbing_wiki_74774379.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_74774379.jpg,mobbing,wikimedia,,File:Sandhill Crane mobbed by Red-winged Blackbird - Ohio - FJ0A0758 (38916605975).jpg,,,74774379,,CC BY-SA 2.0,Francesco Veronesi from Italy,
mobbing_wiki_75668810.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_75668810.jpg,mobbing,wikimedia,,"File:Sparrowhawk seeing off Crow, Cirencester (45563902694).jpg",,,75668810,,CC BY 2.0,"gailhampshire from Cradley, Malvern, U.K",
mobbing_wiki_79389654.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_79389654.jpg,mobbing,wikimedia,,"File:Brahmany Kite being mobbed by a crow, Sri Lanka.jpg",,,79389654,,CC BY-SA 4.0,Thusitha Weerasinghe,
mobbing_wiki_80165892.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_80165892.jpg,mobbing,wikimedia,,File:Frigging Crows! (416730770).jpg,,,80165892,,CC BY-SA 2.0,"Martin Cathrae from Charlottetown, PE, Canada",
mobbing_wiki_81467888.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_81467888.jpg,mobbing,wikimedia,,File:Two crows chasing a hawk (28347538478).jpg,,,81467888,,CC BY-SA 2.0,"Mike's Birds from Riverside, CA, US",
mobbing_wiki_81468805.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_81468805.jpg,mobbing,wikimedia,,File:Mockingbird dive bombing Cooper's Hawk (35598944133).jpg,,,81468805,,CC BY-SA 2.0,"Mike's Birds from Riverside, CA, US",
mobbing_wiki_81468806.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_81468806.jpg,mobbing,wikimedia,,File:Mockingbird dive bombing Cooper's Hawk (36010338270).jpg,,,81468806,,CC BY-SA 2.0,"Mike's Birds from Riverside, CA, US",
mobbing_wiki_81468808.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_81468808.jpg,mobbing,wikimedia,,File:Mockingbird dive bombing Cooper's Hawk (35598944103).jpg,,,81468808,,CC BY-SA 2.0,"Mike's Birds from Riverside, CA, US",
mobbing_wiki_81468811.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_81468811.jpg,mobbing,wikimedia,,File:Mockingbird dive bombing Cooper's Hawk (36010338030).jpg,,,81468811,,CC BY-SA 2.0,"Mike's Birds from Riverside, CA, US",
mobbing_wiki_81919756.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_81919756.jpg,mobbing,wikimedia,,File:Short-eared Owl (Asio flammeus) (48051443802).jpg,,,81919756,,CC BY-SA 2.0,"Imran Shah from Islamabad, Pakistan",
mobbing_wiki_81919809.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_81919809.jpg,mobbing,wikimedia,,File:Short-eared Owl (Asio flammeus) (32823211037).jpg,,,81919809,,CC BY-SA 2.0,"Imran Shah from Islamabad, Pakistan",
mobbing_wiki_81919875.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_81919875.jpg,mobbing,wikimedia,,File:Short-eared Owl (Asio flammeus) (46249782461).jpg,,,81919875,,CC BY-SA 2.0,"Imran Shah from Islamabad, Pakistan",
mobbing_wiki_88265082.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_88265082.jpg,mobbing,wikimedia,,File:Pacific baza chased by Torresian crows 7th Brigade Park Chermside P1090861.jpg,,,88265082,,CC BY-SA 4.0,John Robert McPherson,
mobbing_wiki_91091390.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_91091390.jpg,mobbing,wikimedia,,"File:Great Blue Heron chased by a Red-winged Blackbird, California.jpg",,,91091390,,CC BY 2.0,Channel City Camera Club,
mobbing_wiki_91344664.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_91344664.jpg,mobbing,wikimedia,,File:Heringsmöwe (larus fuscus) greift Sumpfohreule (asio flammeus) an (Spiekeroog - Nationalpark niedersächsisches Wattenmeer).jpg,,,91344664,,CC BY-SA 4.0,Stephan Sprinz,
mobbing_wiki_91344666.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_91344666.jpg,mobbing,wikimedia,,File:Heringsmöwe (larus fuscus) greift Sumpfohreule (asio flammeus) an (Spiekeroog - Nationalpark niedersächsisches Wattenmeer) (2).jpg,,,91344666,,CC BY-SA 4.0,Stephan Sprinz,
mobbing_wiki_91344668.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_91344668.jpg,mobbing,wikimedia,,File:Heringsmöwe (larus fuscus) greift Sumpfohreule (asio flammeus) an (Spiekeroog - Nationalpark niedersächsisches Wattenmeer) (3).jpg,,,91344668,,CC BY-SA 4.0,Stephan Sprinz,
mobbing_wiki_93781428.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_93781428.jpg,mobbing,wikimedia,,File:A Tern Pooping on an Indian Pond Heron to scare (49901078486).jpg,,,93781428,,CC BY 2.0,Hari K  Patibanda,
mobbing_wiki_95659742.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_95659742.jpg,mobbing,wikimedia,,File:Cooper's hawk feeding on a blue jay 4.jpg,,,95659742,,CC BY 2.0,James St. John,
mobbing_wiki_97009497.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_97009497.jpg,mobbing,wikimedia,,File:Crows chasing away a dangerous red tailed hawk.jpg,,,97009497,,CC BY-SA 4.0,NikkyPA1,
mobbing_wiki_9813147.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_9813147.jpg,mobbing,wikimedia,,File:2010-03-23 (23) Bird.JPG,,,9813147,,CC BY-SA 3.0,Vera Buhl,
mobbing_wiki_99857811.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_wiki_99857811.jpg,mobbing,wikimedia,,File:Booted eagle being chased by the crow.jpg,,,99857811,,CC BY-SA 4.0,Shino jacob koottanad,
